id	target	response	score	question
enoer61	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
shall79	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
eirel61	a plateau	mountain	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
aboer60	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
mbrow71	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
rburg66	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
brobi54	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
kseit94	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
jblak74	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
epete74	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
jwalt55	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
aklem75	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
abarn71	a plateau	fold	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
lpuck85	a plateau	fold	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
lcarn56	a plateau	fold	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
kshat69	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
cfros55	a plateau	fold	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
aprat71	a plateau	platue	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
cpere94	a plateau	I don't know	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
tdelu72	a plateau	dent or a bubble 	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
ncasa56	a plateau	fault	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
mbatt84	a plateau	I don't know	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
jdaug60	a plateau	landslide	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
bbuga71	a plateau	PLauto	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
lgurl88	a plateau	magma	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
ryosh64	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
icruz76	a plateau	fold	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
mumho63	a plateau	platue	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
lkric66	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
kaoki90	a plateau	plathoum	0.5	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
mmorg96	a plateau	mountan	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
abeec66	a plateau	"fold"	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
mfroo55	a plateau	mountain	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
mgonz82	a plateau	"form"	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
iflan59	a plateau	platue	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
sfros91	a plateau	mountain	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
cmerc92	a plateau	pleute	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
sogle73	a plateau	mountains	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
sfran66	a plateau	platueu	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
lmohr62	a plateau	platau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
ddigr96	a plateau	plateu	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
sfran66	a plateau	I don't know	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
bzhan76	a plateau	platue	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
cmoor96	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
zyou89	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
cwood92	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
owhit92	a plateau	mountain	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
rcai50	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
pobri85	a plateau	fold	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
zkazi85	a plateau	mountain	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
mhamm65	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
olans59	a plateau	plateu	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
jselb77	a plateau	plateu	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
yelle61	a plateau	mountain	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
egu53	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
idiet54	a plateau	fold	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
agu52	a plateau	mountian	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
wmathi31	a plateau	platuae	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
sye90	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
rkunk88	a plateau	"mountain"	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
rhass95	a plateau	plateu	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
dzhan71	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
mvemu68	a plateau	plateau	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
aange64	a plateau	plateu	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
abail54	a plateau	mountain	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area, a _____________ may form."
mdeli73	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
spark85	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
crami87	a plateau	landslide	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
ghays66	a plateau	an avalanch	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jmorr34	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mcain54	a plateau	a mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
abegl55	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
alara95	a plateau	volcano??????????	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
hrhon74	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
kcoll69	a plateau	rock slide	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
bsher79	a plateau	"a mountain"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
howen65	a plateau	gravity	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
dmosi93	a plateau	earth queacks	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
xande62	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
aruss55	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sevan90	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cloy77	a plateau	an erathqake	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
wmcne94	a plateau	a landslide	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mwilb70	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jrey59	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sbouf97	a plateau	landslide	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
ahayw86	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jflem89	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
egetz07	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
bconk64	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jbrad94	a plateau	crust	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
crami87	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
rburg66	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mbrow71	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
shall79	a plateau	eroision	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
aboer60	a plateau	erosion	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
lcarn56	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jblak74	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
ggreg66	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
kseit94	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
brobi54	a plateau	mountain/volcano	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
iguey66	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
epete74	a plateau	a landslide	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jbarb51	a plateau	earth quake	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
eside63	a plateau	mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jwalt55	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
enoer61	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
lpuck85	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
eirel61	a plateau	an eartquake	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
dmont59	a plateau	a earth crake	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
aklem75	a plateau	land slide	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
abarn71	a plateau	earthquake	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
hpatt80	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cmerc92	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
ncasa56	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cfros55	a plateau	a big gap	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sfran66	a plateau	rocks	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mgonz82	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mbatt84	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
kshat69	a plateau	an earthquake	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sfros91	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sogle73	a plateau	land	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
tdelu72	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
lmohr62	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
abeec66	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mfroo55	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mumho63	a plateau	a landslide	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jdaug60	a plateau	a landslide or mudslide	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cpere94	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
ryosh64	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
iflan59	a plateau	a canoun	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
aprat71	a plateau	"A hillside"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mmorg96	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
lkric66	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
lgurl88	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
icruz76	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
bbuga71	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
kaoki90	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
ddigr96	a plateau	a mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sfran66	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
owhit92	a plateau	erosion	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cwood92	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
zkazi85	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
olans59	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
idiet54	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cmoor96	a plateau	hills	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
yelle61	a plateau	plate?	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mhamm65	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
pobri85	a plateau	An earthquake	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
wmathi31	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
egu53	a plateau	mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
zyou89	a plateau	canyon	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
aange64	a plateau	"lava Lava LAVALAVA!LAVA!!LAVA!!!"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
abail54	a plateau	"mountainearthquake"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jselb77	a plateau	landfall	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
rcai50	a plateau	Volcano	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
agu52	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
rhass95	a plateau	an earthquake	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
rkunk88	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
bzhan76	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mvemu68	a plateau	A mountain range	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sye90	a plateau	earthquake	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
dzhan71	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
ncasa56	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mbatt84	a plateau	"mountain"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jdaug60	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
icruz76	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
ddigr96	a plateau	a plateu	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
tdelu72	a plateau	land forms	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
kaoki90	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
bbuga71	a plateau	Obsidian	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mfroo55	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
iflan59	a plateau	plain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cfros55	a plateau	fold	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mgonz82	a plateau	"earth"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
abeec66	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
lkric66	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sfran66	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
aprat71	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cmerc92	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cpere94	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
lmohr62	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
kshat69	a plateau	mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cpere94	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sfros91	a plateau	"mantle"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
ryosh64	a plateau	mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
pmorg94	a plateau	"Mountain"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mumho63	a plateau	platue	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mmorg96	a plateau	mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sogle73	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
lgurl88	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jbrad94	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sevan90	a plateau	crust	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mdeli73	a plateau	landslide	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
xande62	a plateau	island	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mcain54	a plateau	plato	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
abegl55	a plateau	"platau"	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
kcoll69	a plateau	rock slide	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sbouf97	a plateau	landslide	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jflem89	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
alara95	a plateau	mountains	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
wmcne94	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
ahayw86	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
bmcgr82	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
ghays66	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
egetz07	a plateau	mounton	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cloy77	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jmorr34	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
crami87	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
howen65	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
bsher79	a plateau	"a mountain"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jrey59	a plateau	mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
hrhon74	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
dmosi93	a plateau	montish	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
aruss55	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mwilb70	a plateau	fire	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
hpatt80	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
epete74	a plateau	mountains	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
eirel61	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
kseit94	a plateau	"platue"	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jblak74	a plateau	pleatue	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
ggreg66	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jwalt55	a plateau	mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
enoer61	a plateau	mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
shall79	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
brobi54	a plateau	plateau	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
dmont59	a plateau	monten	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
shall79	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
aklem75	a plateau	earthquake	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jbarb51	a plateau	"quake"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
lpuck85	a plateau	"land form"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
abarn71	a plateau	mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cmill63	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
rburg66	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
lcarn56	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
iguey66	a plateau	plateu	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
aboer60	a plateau	landforms	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mbrow71	a plateau	platue	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
eside63	a plateau	mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
aange64	a plateau	plateu	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
bzhan76	a plateau	plateu	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
agu52	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
